starting worker pid=54366 on localhost:11421 at 15:55:29.385
starting worker pid=54355 on localhost:11421 at 15:55:29.386
starting worker pid=54364 on localhost:11421 at 15:55:29.387
starting worker pid=54373 on localhost:11421 at 15:55:29.407
starting worker pid=54353 on localhost:11421 at 15:55:29.469
starting worker pid=54361 on localhost:11421 at 15:55:29.472
starting worker pid=54357 on localhost:11421 at 15:55:29.481
starting worker pid=54401 on localhost:11421 at 15:55:29.483
starting worker pid=54352 on localhost:11421 at 15:55:29.491
starting worker pid=54374 on localhost:11421 at 15:55:29.491
starting worker pid=54399 on localhost:11421 at 15:55:29.513
starting worker pid=54382 on localhost:11421 at 15:55:29.540
starting worker pid=54356 on localhost:11421 at 15:55:29.563
starting worker pid=54379 on localhost:11421 at 15:55:29.577
starting worker pid=54354 on localhost:11421 at 15:55:29.629
starting worker pid=54371 on localhost:11421 at 15:55:29.654
starting worker pid=54381 on localhost:11421 at 15:55:29.666
starting worker pid=54358 on localhost:11421 at 15:55:29.668
starting worker pid=54360 on localhost:11421 at 15:55:29.669
starting worker pid=54392 on localhost:11421 at 15:55:29.678
starting worker pid=54391 on localhost:11421 at 15:55:29.686
starting worker pid=54362 on localhost:11421 at 15:55:29.689
starting worker pid=54370 on localhost:11421 at 15:55:29.698
starting worker pid=54389 on localhost:11421 at 15:55:29.699
starting worker pid=54404 on localhost:11421 at 15:55:29.708
starting worker pid=54363 on localhost:11421 at 15:55:29.712
starting worker pid=54400 on localhost:11421 at 15:55:29.714
starting worker pid=54369 on localhost:11421 at 15:55:29.718
starting worker pid=54393 on localhost:11421 at 15:55:29.718
starting worker pid=54390 on localhost:11421 at 15:55:29.721
starting worker pid=54397 on localhost:11421 at 15:55:29.726
starting worker pid=54359 on localhost:11421 at 15:55:29.729
starting worker pid=54386 on localhost:11421 at 15:55:29.753
starting worker pid=54384 on localhost:11421 at 15:55:29.761
starting worker pid=54406 on localhost:11421 at 15:55:29.766
starting worker pid=54398 on localhost:11421 at 15:55:29.768
starting worker pid=54402 on localhost:11421 at 15:55:29.773
starting worker pid=54372 on localhost:11421 at 15:55:29.775
starting worker pid=54365 on localhost:11421 at 15:55:29.780
starting worker pid=54388 on localhost:11421 at 15:55:29.784
starting worker pid=54396 on localhost:11421 at 15:55:29.787
starting worker pid=54407 on localhost:11421 at 15:55:29.789
starting worker pid=54380 on localhost:11421 at 15:55:29.789
starting worker pid=54387 on localhost:11421 at 15:55:29.793
starting worker pid=54383 on localhost:11421 at 15:55:29.797
starting worker pid=54403 on localhost:11421 at 15:55:29.807
starting worker pid=54367 on localhost:11421 at 15:55:29.814
starting worker pid=54395 on localhost:11421 at 15:55:29.818
starting worker pid=54377 on localhost:11421 at 15:55:29.821
starting worker pid=54378 on localhost:11421 at 15:55:29.822
starting worker pid=54405 on localhost:11421 at 15:55:29.822
starting worker pid=54376 on localhost:11421 at 15:55:29.823
starting worker pid=54375 on localhost:11421 at 15:55:29.826
starting worker pid=54368 on localhost:11421 at 15:55:29.829
starting worker pid=54394 on localhost:11421 at 15:55:29.829
starting worker pid=54385 on localhost:11421 at 15:55:29.835
starting worker pid=48311 on localhost:11295 at 15:55:31.033
starting worker pid=48336 on localhost:11295 at 15:55:31.035
starting worker pid=48259 on localhost:11364 at 15:55:31.036
starting worker pid=48203 on localhost:11979 at 15:55:31.036
starting worker pid=48278 on localhost:11979 at 15:55:31.035
starting worker pid=48200 on localhost:11364 at 15:55:31.038
starting worker pid=48224 on localhost:11364 at 15:55:31.035
starting worker pid=48256 on localhost:11979 at 15:55:31.038
starting worker pid=48243 on localhost:11364 at 15:55:31.039
starting worker pid=48214 on localhost:11979 at 15:55:31.039
starting worker pid=48305 on localhost:11295 at 15:55:31.039
starting worker pid=48246 on localhost:11979 at 15:55:31.039
starting worker pid=48286 on localhost:11295 at 15:55:31.038
starting worker pid=48190 on localhost:11979 at 15:55:31.039
starting worker pid=48331 on localhost:11295 at 15:55:31.037
starting worker pid=48223 on localhost:11979 at 15:55:31.040
starting worker pid=48247 on localhost:11364 at 15:55:31.037
starting worker pid=48155 on localhost:11364 at 15:55:31.040
starting worker pid=48160 on localhost:11979 at 15:55:31.039
starting worker pid=48249 on localhost:11364 at 15:55:31.041
starting worker pid=48335 on localhost:11295 at 15:55:31.041
starting worker pid=48196 on localhost:11979 at 15:55:31.041
starting worker pid=48174 on localhost:11364 at 15:55:31.039
starting worker pid=48248 on localhost:11979 at 15:55:31.041
starting worker pid=48326 on localhost:11295 at 15:55:31.038
starting worker pid=48293 on localhost:11295 at 15:55:31.040
starting worker pid=48181 on localhost:11364 at 15:55:31.042
starting worker pid=48245 on localhost:11364 at 15:55:31.042
starting worker pid=48182 on localhost:11979 at 15:55:31.042
starting worker pid=48301 on localhost:11295 at 15:55:31.043
starting worker pid=48269 on localhost:11364 at 15:55:31.043
starting worker pid=48250 on localhost:11979 at 15:55:31.043
starting worker pid=48325 on localhost:11295 at 15:55:31.043
starting worker pid=48164 on localhost:11979 at 15:55:31.044
starting worker pid=48162 on localhost:11979 at 15:55:31.044
starting worker pid=48254 on localhost:11979 at 15:55:31.044
starting worker pid=48288 on localhost:11295 at 15:55:31.045
starting worker pid=48318 on localhost:11295 at 15:55:31.042
starting worker pid=48313 on localhost:11295 at 15:55:31.042
starting worker pid=48343 on localhost:11295 at 15:55:31.046
starting worker pid=48207 on localhost:11979 at 15:55:31.046
starting worker pid=48339 on localhost:11295 at 15:55:31.034
starting worker pid=48179 on localhost:11364 at 15:55:31.045
starting worker pid=48322 on localhost:11295 at 15:55:31.046
starting worker pid=48341 on localhost:11295 at 15:55:31.046
starting worker pid=48187 on localhost:11364 at 15:55:31.046
starting worker pid=48180 on localhost:11979 at 15:55:31.045
starting worker pid=48163 on localhost:11364 at 15:55:31.046
starting worker pid=48327 on localhost:11295 at 15:55:31.046
starting worker pid=48267 on localhost:11364 at 15:55:31.047
starting worker pid=48287 on localhost:11295 at 15:55:31.047
starting worker pid=48333 on localhost:11295 at 15:55:31.047
starting worker pid=48161 on localhost:11364 at 15:55:31.048
starting worker pid=48330 on localhost:11295 at 15:55:31.048
starting worker pid=48252 on localhost:11979 at 15:55:31.049
starting worker pid=48328 on localhost:11295 at 15:55:31.049
starting worker pid=48208 on localhost:11364 at 15:55:31.050
starting worker pid=48297 on localhost:11295 at 15:55:31.050
starting worker pid=48204 on localhost:11364 at 15:55:31.050
starting worker pid=48280 on localhost:11979 at 15:55:31.050
starting worker pid=48290 on localhost:11295 at 15:55:31.050
starting worker pid=48189 on localhost:11364 at 15:55:31.051
starting worker pid=48289 on localhost:11295 at 15:55:31.051
starting worker pid=48183 on localhost:11364 at 15:55:31.052
starting worker pid=48277 on localhost:11979 at 15:55:31.052
starting worker pid=48169 on localhost:11979 at 15:55:31.052
starting worker pid=48176 on localhost:11979 at 15:55:31.052
starting worker pid=48232 on localhost:11364 at 15:55:31.053
starting worker pid=48291 on localhost:11295 at 15:55:31.053
starting worker pid=48338 on localhost:11295 at 15:55:31.054
starting worker pid=48228 on localhost:11364 at 15:55:31.054
starting worker pid=48304 on localhost:11295 at 15:55:31.054
starting worker pid=48309 on localhost:11295 at 15:55:31.054
starting worker pid=48237 on localhost:11979 at 15:55:31.054
starting worker pid=48261 on localhost:11979 at 15:55:31.054
starting worker pid=48308 on localhost:11295 at 15:55:31.054
starting worker pid=48230 on localhost:11364 at 15:55:31.054
starting worker pid=48242 on localhost:11979 at 15:55:31.054
starting worker pid=48193 on localhost:11364 at 15:55:31.054
starting worker pid=48236 on localhost:11364 at 15:55:31.055
starting worker pid=48178 on localhost:11979 at 15:55:31.050
starting worker pid=48345 on localhost:11295 at 15:55:31.055
starting worker pid=48213 on localhost:11364 at 15:55:31.055
starting worker pid=48337 on localhost:11295 at 15:55:31.055
starting worker pid=48292 on localhost:11295 at 15:55:31.055
starting worker pid=48166 on localhost:11979 at 15:55:31.056
starting worker pid=48222 on localhost:11364 at 15:55:31.058
starting worker pid=48227 on localhost:11979 at 15:55:31.059
starting worker pid=48265 on localhost:11979 at 15:55:31.059
starting worker pid=48191 on localhost:11979 at 15:55:31.059
starting worker pid=48342 on localhost:11295 at 15:55:31.059
starting worker pid=48226 on localhost:11364 at 15:55:31.059
starting worker pid=48295 on localhost:11295 at 15:55:31.059
starting worker pid=48159 on localhost:11364 at 15:55:31.059
starting worker pid=48216 on localhost:11979 at 15:55:31.060
starting worker pid=48320 on localhost:11295 at 15:55:31.060
starting worker pid=48316 on localhost:11295 at 15:55:31.060
starting worker pid=48240 on localhost:11364 at 15:55:31.062
starting worker pid=48184 on localhost:11979 at 15:55:31.062
starting worker pid=48334 on localhost:11295 at 15:55:31.063
starting worker pid=48241 on localhost:11364 at 15:55:31.063
starting worker pid=48344 on localhost:11295 at 15:55:31.063
starting worker pid=48310 on localhost:11295 at 15:55:31.064
starting worker pid=48263 on localhost:11979 at 15:55:31.064
starting worker pid=48229 on localhost:11979 at 15:55:31.064
starting worker pid=48262 on localhost:11364 at 15:55:31.064
starting worker pid=48171 on localhost:11979 at 15:55:31.065
starting worker pid=48303 on localhost:11295 at 15:55:31.068
starting worker pid=48172 on localhost:11364 at 15:55:31.068
starting worker pid=48198 on localhost:11979 at 15:55:31.068
starting worker pid=48323 on localhost:11295 at 15:55:31.068
starting worker pid=48317 on localhost:11295 at 15:55:31.068
starting worker pid=48170 on localhost:11364 at 15:55:31.068
starting worker pid=48271 on localhost:11364 at 15:55:31.068
starting worker pid=48294 on localhost:11295 at 15:55:31.069
starting worker pid=48234 on localhost:11364 at 15:55:31.069
starting worker pid=48210 on localhost:11364 at 15:55:31.070
starting worker pid=48233 on localhost:11979 at 15:55:31.070
starting worker pid=48201 on localhost:11979 at 15:55:31.070
starting worker pid=48332 on localhost:11295 at 15:55:31.071
